// ASCII view for the file: C:\Werk\py\standardnoisefile\testdata\Svan\svan02\L15.SVN

0E01h, // file header
"&L14", 768, "20/12/19", "22:21:06", "ÿÿÿÿÿÿÿÿ", "00/00/00", "00:00:00", 
0B02h, // unit header
21201, 959, 615, "13/02/14", 1, 1, 615, 615, 6, 
4203h, // user text
" ", 
3004h, // global settings
"20/12/19", "22:21:08", 3, 2, 1, 0001h, 0, 3, 1, 1L, 0, 1, 0, 8, 480, RSRVD, 0.0, 0, 3, "18/06/28", "01:32:30", 0, 1, 0, 0, 1, 0, 0, 1, 
0B2Bh, // measurement trigger settings
0, 0, 100.0, 100, 0, 0, 
0B2Ch, // logger trigger settings
0, 0, 100.0, 100, 0, 0, 
0B2Dh, // recorder trigger settings
0, 0, 100.0, 100, 0, 0, 
0B31h, // events trigger settings
0, 0, 100.0, 100, 0, 0, 0, 10, 24, 0001h, 
0A2Eh, // external io settings
0, RSRVD, RSRVD, RSRVD, RSRVD, 1, 0, RSRVD, RSRVD, 
1405h, // profile settings
0307h, 
0606h, 1, 2, 0008h, 0.02, 0000h, 
0606h, 1, 3, 0000h, 0002h, 0000h, 
0606h, 1, 0, 0000h, 0002h, 0000h, 
1321h, // uhp parameters
0002h, 0004h, 0000h, 8350h, 2000h, 8D4Eh, 0002h, 0004h, 0000h, 8350h, 2000h, 8D4Eh, 0002h, 0004h, 0000h, 8350h, 2000h, 8D4Eh, 
0C11h, RSRVD, 0, 0, 1, 1, 0, 0, 51200L, 1.76, RSRVD, 
0B1Ah, // rt60 settings
1, 1, 2, 1000, 7, 0.0, 3, 10.0, 1, 0, 
130Fh, // buffer header
1, 0, 2000, 31, 3, 4132L, 57L, 3L, 3L, 65535, 65535, 65535, 65535L, 
// buffer contents
//rec.0.:: 
46.4, 
0000h, 39.8, 32.4, 33.2, 27.8, 40.5, 31.2, 29.9, 34.8, 34.2, 34.9, 37.7, 36.8, 39.8, 40.2, 37.3, 35.8, 39.6, 41.9, 35.5, 31.3, 29.2, 21.7, 13.0, 9.7, 9.4, 8.2, 12.5, 10.4, 8.9, 9.2, 10.5, 46.0, 49.8, 53.8, 
//rec.1.:: 
50.3, 
0000h, 37.9, 37.2, 36.4, 25.8, 40.3, 32.4, 27.9, 37.7, 34.6, 32.7, 41.3, 37.1, 43.2, 38.5, 37.6, 36.0, 42.6, 48.8, 36.5, 24.9, 21.5, 17.3, 10.7, 8.3, 9.1, 7.9, 11.3, 10.3, 8.9, 9.2, 10.4, 50.4, 52.7, 54.8, 
//rec.2.:: 
46.5, 
0000h, 41.2, 33.2, 35.0, 25.7, 41.9, 31.3, 28.7, 35.6, 32.1, 36.7, 43.4, 36.2, 41.8, 42.5, 36.7, 35.2, 37.5, 43.0, 36.4, 25.8, 19.4, 15.5, 10.7, 10.2, 9.4, 8.2, 14.0, 10.4, 8.9, 9.2, 10.4, 46.4, 51.3, 55.7, 
//rec.3.:: 
48.9, 
0000h, 42.5, 34.3, 39.1, 29.1, 41.0, 31.4, 29.8, 33.2, 32.1, 30.2, 42.6, 39.7, 41.8, 40.7, 37.2, 37.6, 40.1, 47.1, 38.4, 25.3, 22.7, 19.6, 12.5, 8.5, 9.9, 9.7, 11.6, 10.7, 9.8, 9.7, 11.2, 49.1, 52.3, 57.9, 
//rec.4.:: 
55.8, 
0000h, 45.0, 37.5, 40.8, 43.9, 45.3, 43.3, 48.0, 50.0, 46.5, 47.8, 39.7, 45.1, 49.4, 50.8, 44.2, 45.8, 47.8, 52.2, 47.6, 37.1, 32.4, 28.7, 21.9, 15.4, 11.7, 13.4, 24.6, 28.7, 21.7, 14.6, 14.5, 55.8, 59.6, 62.1, 
//rec.5.:: 
52.4, 
0000h, 43.1, 35.9, 38.0, 38.3, 43.6, 37.1, 39.2, 36.6, 36.1, 35.7, 41.6, 41.4, 39.7, 42.0, 43.5, 41.1, 46.6, 48.9, 45.6, 29.4, 22.2, 17.9, 12.5, 8.8, 9.2, 8.6, 12.3, 11.9, 9.3, 9.2, 10.5, 52.5, 55.4, 60.5, 
//rec.6.:: 
56.8, 
0000h, 48.1, 42.2, 47.5, 46.5, 48.0, 41.2, 40.7, 37.5, 35.6, 37.3, 39.8, 39.6, 38.9, 45.3, 43.7, 41.6, 49.9, 54.7, 47.8, 37.0, 29.7, 26.4, 19.6, 13.0, 14.5, 17.6, 21.8, 18.7, 14.5, 13.1, 22.7, 56.7, 59.5, 68.0, 
//rec.7.:: 
50.8, 
0000h, 48.2, 39.9, 40.4, 37.6, 41.1, 34.4, 31.4, 33.0, 30.9, 32.9, 31.0, 34.4, 35.5, 39.9, 39.5, 40.9, 42.1, 46.6, 45.9, 34.5, 27.6, 27.8, 24.0, 14.6, 15.2, 19.5, 24.4, 17.5, 12.1, 13.3, 17.3, 51.0, 54.5, 63.4, 
<M>8001<M>
//rec.8.:: 
51.9, 
0000h, 39.0, 35.5, 37.1, 29.9, 40.6, 33.6, 29.7, 32.6, 30.3, 38.6, 36.4, 37.7, 39.8, 39.5, 41.7, 39.9, 43.1, 49.1, 46.1, 35.5, 29.8, 28.9, 25.0, 19.7, 22.0, 30.6, 31.5, 23.0, 18.8, 17.2, 21.2, 52.4, 53.9, 58.7, 
//rec.9.:: 
47.5, 
0000h, 41.3, 40.3, 40.1, 31.8, 42.5, 34.8, 31.4, 31.0, 28.1, 27.4, 31.5, 30.9, 35.2, 36.1, 39.7, 38.1, 36.8, 45.3, 38.1, 29.4, 22.7, 19.3, 14.6, 12.1, 12.2, 16.1, 20.0, 12.5, 11.4, 10.5, 12.6, 47.5, 51.3, 58.3, 
//rec.A.:: 
62.4, 
0000h, 40.1, 38.3, 38.0, 29.4, 43.3, 31.5, 29.1, 30.0, 27.1, 26.2, 34.1, 27.2, 36.0, 38.8, 42.7, 39.5, 58.5, 60.7, 40.9, 35.7, 28.1, 15.3, 11.8, 8.1, 9.1, 8.1, 9.8, 9.7, 9.0, 9.1, 10.4, 62.5, 63.0, 63.8, 
//rec.B.:: 
55.8, 
0000h, 41.9, 32.4, 35.9, 25.1, 38.5, 29.2, 30.1, 31.5, 31.6, 37.5, 37.4, 32.7, 36.6, 37.5, 38.3, 38.2, 50.5, 53.2, 44.1, 33.7, 26.4, 19.3, 16.2, 12.1, 9.7, 8.4, 14.1, 12.1, 9.4, 9.2, 10.4, 55.2, 56.2, 60.6, 
//rec.C.:: 
52.2, 
0000h, 40.0, 38.3, 40.5, 29.9, 42.4, 33.5, 27.8, 32.4, 27.5, 28.9, 28.8, 30.5, 34.7, 36.7, 40.0, 39.5, 44.3, 48.9, 45.4, 36.5, 28.1, 26.7, 22.8, 16.5, 19.5, 26.4, 29.0, 20.3, 16.1, 15.7, 18.5, 52.1, 53.4, 57.5, 
<M>8000<M>
//rec.D.:: 
55.4, 
0000h, 40.0, 36.2, 39.6, 30.4, 40.7, 32.7, 28.8, 32.6, 28.0, 28.6, 30.0, 37.1, 41.1, 38.6, 41.0, 41.9, 45.5, 53.9, 46.4, 34.4, 28.4, 22.0, 18.6, 16.0, 13.7, 21.5, 27.2, 17.8, 14.7, 13.6, 19.0, 55.3, 56.2, 59.4, 
//rec.E.:: 
49.4, 
0000h, 38.3, 36.1, 36.3, 26.1, 43.4, 30.2, 27.7, 32.4, 31.4, 26.0, 27.4, 33.0, 36.1, 37.6, 36.1, 37.3, 43.4, 47.7, 36.2, 25.7, 21.4, 15.5, 11.4, 9.8, 9.7, 8.2, 12.5, 10.6, 8.9, 9.2, 10.6, 49.4, 52.0, 57.5, 
//rec.F.:: 
54.5, 
