// ASCII view for the file: C:\Werk\py\standardnoisefile\testdata\Svan\svan02\L15.SVN

0E01h, // file header
0000h, 42.0, 37.0, 37.9, 28.8, 40.6, 33.1, 27.3, 30.7, 29.5, 32.1, 33.7, 36.0, 39.1, 40.5, 36.5, 37.8, 48.6, 52.9, 43.3, 34.8, 29.8, 23.5, 20.4, 16.5, 9.9, 8.2, 14.5, 11.5, 9.2, 9.4, 10.5, 54.5, 55.4, 57.4, 
//rec.10.:: 
48.5, 
0000h, 39.5, 38.2, 40.2, 27.2, 43.1, 32.0, 25.3, 30.4, 29.5, 26.7, 24.8, 32.0, 33.9, 38.5, 37.5, 37.5, 40.8, 46.9, 40.7, 31.7, 23.6, 21.9, 17.7, 11.7, 13.3, 17.8, 23.8, 15.8, 11.3, 13.3, 17.9, 49.2, 51.2, 54.7, 
//rec.11.:: 
54.5, 
0000h, 40.7, 37.1, 36.1, 27.9, 40.8, 33.7, 29.7, 32.5, 32.5, 36.7, 39.1, 44.1, 43.1, 41.0, 41.1, 40.1, 49.3, 51.5, 45.7, 36.5, 28.9, 28.4, 24.1, 17.2, 19.1, 26.8, 28.5, 21.1, 16.5, 14.0, 16.0, 54.5, 56.0, 58.8, 
<M>8001<M>
//rec.12.:: 
51.1, 
0000h, 41.7, 41.4, 40.1, 30.6, 43.7, 35.4, 29.1, 32.8, 34.7, 33.9, 37.3, 44.3, 38.6, 37.9, 40.6, 38.8, 45.0, 48.1, 40.0, 28.7, 24.5, 21.0, 18.3, 15.5, 15.5, 20.2, 27.2, 19.0, 15.9, 13.6, 17.7, 50.9, 53.7, 57.5, 
//rec.13.:: 
48.5, 
0000h, 41.1, 37.5, 36.1, 28.6, 40.0, 35.6, 29.6, 34.0, 30.9, 31.3, 35.5, 39.9, 35.7, 37.7, 37.0, 36.8, 41.6, 46.7, 36.7, 25.5, 19.8, 14.4, 10.1, 8.6, 9.0, 8.2, 11.8, 10.5, 8.9, 9.2, 10.4, 48.5, 51.3, 56.7, 
//rec.14.:: 
51.8, 
0000h, 37.9, 33.7, 36.9, 29.8, 44.5, 39.9, 31.4, 33.6, 31.4, 25.3, 28.0, 47.0, 38.5, 37.7, 40.8, 41.7, 43.0, 48.1, 46.0, 36.3, 27.9, 28.6, 25.5, 17.9, 21.6, 28.8, 31.0, 23.5, 17.5, 17.3, 21.1, 52.3, 54.5, 58.9, 
<M>8000<M>
//rec.15.:: 
51.5, 
0000h, 32.9, 35.7, 37.2, 31.1, 44.5, 42.2, 32.7, 35.6, 32.1, 27.0, 28.9, 38.6, 37.6, 37.4, 42.9, 41.6, 46.0, 47.7, 44.3, 35.0, 25.9, 20.5, 18.2, 16.9, 16.1, 20.7, 27.5, 17.4, 14.2, 12.6, 16.7, 51.6, 54.4, 59.9, 
//rec.16.:: 
50.3, 
0000h, 40.0, 37.5, 39.7, 32.7, 45.2, 40.7, 33.5, 35.8, 34.5, 26.9, 29.1, 30.1, 35.7, 36.3, 36.5, 41.2, 48.2, 44.3, 39.0, 29.4, 20.9, 13.6, 12.0, 9.4, 9.4, 8.5, 13.2, 10.9, 8.8, 9.1, 10.4, 50.0, 54.9, 61.9, 
//rec.17.:: 
54.6, 
0000h, 39.5, 41.0, 45.9, 33.3, 44.2, 42.7, 34.0, 36.0, 32.8, 27.0, 34.7, 39.1, 38.3, 37.4, 38.6, 43.0, 50.6, 51.2, 45.7, 36.2, 27.0, 28.0, 25.3, 17.1, 19.7, 28.6, 29.3, 22.0, 16.5, 15.2, 18.5, 54.6, 56.7, 61.0, 
<M>8002<M>
//rec.18.:: 
53.4, 
0000h, 45.9, 42.0, 41.5, 31.5, 45.0, 43.2, 33.6, 36.2, 32.5, 27.1, 31.4, 35.0, 37.9, 39.0, 39.9, 41.5, 50.8, 50.5, 43.8, 34.0, 26.8, 20.9, 17.0, 15.9, 13.8, 19.0, 23.1, 17.8, 15.5, 13.5, 17.6, 54.1, 57.0, 63.1, 
//rec.19.:: 
57.5, 
0000h, 50.2, 43.4, 43.2, 33.1, 43.8, 41.3, 31.6, 36.8, 32.4, 28.1, 30.0, 34.8, 37.2, 38.7, 40.2, 42.6, 51.4, 55.4, 46.7, 34.2, 25.8, 16.9, 14.2, 11.1, 9.7, 11.0, 14.5, 11.6, 10.0, 9.7, 11.3, 57.2, 58.7, 63.0, 
//rec.1A.:: 
56.6, 
0000h, 41.5, 48.0, 47.8, 32.8, 46.5, 40.5, 32.9, 37.2, 35.9, 29.0, 30.0, 34.8, 36.4, 38.0, 41.2, 41.8, 50.1, 55.2, 46.4, 37.4, 31.1, 27.0, 24.1, 17.3, 20.5, 27.4, 29.2, 22.5, 15.1, 15.1, 18.5, 56.9, 58.4, 61.3, 
<M>8000<M>
//rec.1B.:: 
57.0, 
0000h, 46.1, 46.0, 53.3, 40.0, 45.9, 40.9, 33.7, 38.0, 33.9, 29.0, 30.4, 36.3, 35.8, 38.3, 39.6, 40.9, 45.6, 55.6, 46.5, 33.4, 25.1, 20.3, 14.8, 12.2, 11.6, 15.3, 18.3, 13.3, 10.7, 10.7, 14.6, 56.5, 58.1, 61.3, 
//rec.1C.:: 
55.8, 
0000h, 44.5, 42.5, 54.0, 41.8, 47.0, 42.1, 34.8, 39.2, 34.9, 30.3, 32.1, 36.2, 38.9, 42.0, 41.8, 43.2, 53.3, 51.9, 45.8, 37.3, 30.0, 28.7, 25.4, 19.6, 19.9, 28.7, 30.4, 23.3, 18.7, 17.1, 21.1, 56.1, 58.7, 62.5, 
<M>8004<M>
//rec.1D.:: 
56.5, 
0000h, 47.4, 47.9, 59.2, 44.2, 44.8, 42.2, 33.2, 40.7, 33.5, 28.9, 34.1, 35.8, 40.1, 40.5, 40.9, 41.2, 53.3, 53.5, 44.8, 33.4, 29.8, 26.0, 22.2, 17.0, 16.8, 28.4, 28.5, 20.6, 14.3, 13.3, 17.2, 56.4, 60.4, 65.1, 
//rec.1E.:: 
54.3, 
0000h, 42.2, 47.7, 54.8, 42.5, 44.8, 42.5, 34.2, 40.4, 34.2, 32.2, 38.1, 37.2, 39.3, 39.9, 38.0, 40.6, 47.2, 52.9, 42.7, 32.3, 25.2, 22.0, 18.3, 16.5, 12.4, 12.7, 21.0, 15.5, 10.0, 9.4, 10.6, 54.2, 57.5, 62.2, 
//rec.1F.:: 
56.6, 
0000h, 44.4, 47.4, 53.8, 40.8, 46.0, 41.9, 33.4, 40.7, 37.7, 37.7, 41.3, 42.0, 42.2, 40.5, 40.5, 43.3, 51.5, 54.5, 45.9, 36.5, 30.1, 27.4, 22.7, 18.5, 14.9, 16.9, 24.5, 17.6, 11.6, 12.2, 17.0, 56.6, 59.1, 63.0, 
<M>8000<M>
//rec.20.:: 
57.1, 
0000h, 48.2, 51.1, 50.9, 35.8, 45.7, 40.9, 34.9, 40.2, 39.6, 41.9, 47.1, 44.8, 45.5, 42.2, 42.4, 45.0, 51.3, 54.6, 47.0, 37.4, 33.3, 30.0, 25.5, 20.4, 21.8, 31.6, 31.6, 23.9, 18.0, 15.6, 18.9, 57.1, 59.3, 62.2, 
//rec.21.:: 
58.4, 
0000h, 42.9, 49.6, 55.5, 34.9, 42.3, 41.1, 34.0, 40.4, 39.8, 43.6, 42.5, 43.1, 45.8, 45.7, 40.8, 44.7, 53.0, 56.1, 48.0, 37.9, 30.7, 28.3, 24.7, 18.1, 19.5, 27.6, 29.2, 21.8, 15.6, 15.2, 18.8, 58.3, 60.5, 63.0, 
<M>8008<M>
//rec.22.:: 
57.9, 
0000h, 44.3, 44.4, 49.9, 32.1, 43.3, 39.3, 34.0, 39.8, 36.7, 41.2, 43.6, 44.2, 46.3, 42.0, 40.9, 44.2, 53.7, 55.6, 45.1, 35.6, 30.1, 25.1, 19.7, 17.3, 16.2, 23.5, 25.4, 20.7, 13.7, 11.5, 14.4, 57.9, 59.5, 62.3, 
//rec.23.:: 
54.0, 
0000h, 40.2, 42.4, 46.5, 32.0, 41.5, 40.5, 31.8, 36.1, 36.9, 38.2, 38.8, 39.2, 43.4, 39.6, 37.8, 39.9, 47.3, 52.2, 40.7, 30.8, 24.4, 18.5, 14.0, 10.1, 9.5, 8.2, 11.3, 10.5, 8.8, 9.2, 10.4, 53.7, 55.7, 60.1, 
//rec.24.:: 
51.7, 
0000h, 41.9, 42.6, 44.2, 31.0, 43.8, 41.6, 30.3, 34.1, 29.5, 29.0, 32.6, 34.2, 38.3, 37.2, 36.3, 38.2, 45.6, 50.3, 40.5, 30.4, 24.3, 20.0, 11.8, 9.8, 9.4, 8.2, 12.1, 10.7, 9.1, 9.3, 10.5, 52.0, 55.1, 62.1, 
//rec.25.:: 
56.2, 
0000h, 42.1, 37.4, 35.7, 29.7, 41.8, 36.5, 29.5, 37.3, 34.2, 32.2, 35.7, 38.4, 40.7, 39.6, 39.4, 42.6, 50.2, 54.4, 47.0, 38.3, 29.3, 27.5, 25.5, 17.7, 18.1, 27.9, 28.5, 21.9, 16.0, 14.6, 19.7, 56.3, 57.3, 60.6, 
<M>8000<M>
//rec.26.:: 
52.8, 
0000h, 41.8, 38.5, 38.3, 28.6, 44.4, 37.5, 32.2, 35.7, 34.8, 30.8, 31.4, 36.9, 39.0, 39.8, 40.2, 40.8, 46.7, 49.1, 45.4, 32.0, 28.2, 24.9, 18.7, 16.0, 15.9, 23.2, 25.1, 19.4, 13.3, 11.5, 14.3, 52.5, 54.6, 61.2, 
//rec.27.:: 
52.7, 
0000h, 41.5, 36.8, 39.8, 29.0, 45.1, 40.4, 30.2, 33.6, 33.3, 29.6, 31.8, 33.2, 38.8, 38.3, 39.1, 40.4, 45.9, 49.9, 45.4, 36.5, 29.1, 28.2, 25.5, 18.3, 20.4, 29.3, 30.1, 23.4, 16.9, 15.5, 19.2, 52.7, 55.0, 61.7, 
<M>8001<M>
//rec.28.:: 
55.4, 
0000h, 42.5, 37.1, 37.8, 29.5, 43.8, 41.6, 31.0, 35.9, 32.6, 33.4, 34.7, 37.1, 39.6, 39.7, 40.9, 41.9, 48.0, 53.7, 46.1, 34.9, 30.1, 24.4, 21.1, 16.5, 13.1, 20.9, 24.5, 16.4, 14.3, 13.1, 18.4, 55.6, 57.0, 61.7, 
//rec.29.:: 
57.9, 
0000h, 39.8, 35.6, 35.8, 29.7, 44.3, 39.0, 27.7, 33.6, 33.5, 34.0, 37.4, 39.6, 44.5, 42.2, 40.2, 44.2, 52.3, 55.5, 48.9, 37.8, 30.5, 23.5, 19.1, 14.5, 10.4, 8.2, 14.0, 11.6, 9.0, 9.2, 10.5, 57.8, 58.8, 61.0, 
//rec.2A.:: 
55.5, 
0000h, 40.4, 35.3, 33.9, 27.7, 45.7, 38.9, 30.3, 34.5, 29.8, 27.2, 30.5, 32.6, 41.6, 38.8, 37.0, 43.1, 48.9, 54.0, 44.4, 33.1, 22.9, 17.8, 13.4, 10.2, 9.4, 8.1, 10.4, 9.9, 8.8, 9.2, 10.6, 55.5, 56.8, 59.9, 
//rec.2B.:: 
51.6, 
0000h, 39.7, 35.7, 34.2, 28.1, 46.5, 39.1, 29.0, 35.0, 29.2, 31.9, 32.3, 30.9, 38.4, 38.7, 37.7, 41.5, 43.6, 50.4, 41.9, 33.2, 22.0, 19.3, 19.9, 10.7, 12.4, 17.3, 21.4, 14.5, 10.6, 12.3, 17.1, 51.9, 53.9, 58.2, 
<M>8003<M>
//rec.2C.:: 
52.4, 
0000h, 41.5, 39.0, 39.3, 31.1, 44.6, 39.3, 33.0, 35.7, 32.5, 34.1, 35.2, 40.4, 39.9, 38.3, 40.6, 41.3, 44.8, 48.8, 45.7, 37.6, 29.5, 28.0, 25.4, 20.0, 20.9, 28.9, 30.2, 23.7, 19.1, 16.8, 21.0, 52.3, 54.2, 58.9, 
//rec.2D.:: 
51.1, 
0000h, 43.3, 40.1, 37.9, 29.2, 44.4, 39.0, 27.7, 36.9, 38.1, 37.3, 38.4, 39.8, 40.2, 37.0, 37.2, 42.2, 45.2, 47.7, 43.0, 33.8, 21.7, 17.8, 16.1, 12.8, 10.8, 12.1, 17.2, 13.3, 10.8, 9.8, 11.4, 51.0, 53.6, 57.5, 
//rec.2E.:: 
51.0, 
0000h, 41.7, 37.5, 35.6, 30.1, 42.8, 39.1, 29.3, 31.9, 32.9, 36.4, 35.1, 32.6, 39.6, 38.5, 38.4, 41.9, 44.9, 48.8, 38.0, 33.5, 21.7, 15.5, 12.5, 10.8, 9.7, 8.2, 12.5, 11.3, 9.2, 9.3, 10.5, 51.0, 53.0, 56.4, 
//rec.2F.:: 
58.1, 
0000h, 34.1, 33.9, 35.3, 27.1, 44.4, 35.5, 28.7, 34.9, 34.0, 41.3, 42.8, 46.4, 42.5, 40.3, 39.9, 43.2, 53.7, 55.9, 46.0, 35.5, 29.1, 22.9, 17.0, 13.6, 10.7, 8.5, 15.4, 12.5, 9.4, 9.2, 10.4, 58.0, 59.1, 60.6, 
//rec.30.:: 
54.7, 
0000h, 38.6, 37.1, 37.8, 26.4, 41.3, 37.0, 27.8, 32.3, 29.9, 32.3, 32.1, 32.9, 37.3, 38.2, 35.5, 40.1, 46.9, 54.1, 44.2, 31.9, 23.1, 19.0, 14.8, 10.5, 9.5, 8.1, 10.0, 9.9, 8.8, 9.2, 10.4, 55.3, 56.2, 59.4, 
//rec.31.:: 
58.2, 
0000h, 44.9, 31.7, 35.3, 27.6, 44.3, 37.5, 29.0, 33.1, 30.8, 31.0, 32.7, 32.5, 41.5, 40.2, 37.8, 43.2, 53.2, 56.2, 45.7, 35.9, 32.0, 28.7, 24.7, 17.6, 18.3, 25.7, 27.6, 20.8, 14.4, 14.5, 19.0, 58.0, 58.8, 60.8, 
<M>8001<M>
//rec.32.:: 
52.5, 
0000h, 45.4, 36.0, 35.4, 30.2, 42.5, 36.3, 30.4, 33.3, 29.8, 32.0, 31.1, 33.5, 37.1, 38.6, 38.8, 40.5, 45.2, 49.0, 45.2, 36.1, 29.3, 26.2, 23.1, 18.8, 18.2, 26.4, 27.9, 22.2, 17.8, 15.6, 19.8, 52.1, 53.4, 57.9, 
//rec.33.:: 
49.2, 
0000h, 40.1, 34.5, 37.5, 29.6, 43.3, 35.8, 27.9, 32.4, 28.2, 26.9, 27.9, 31.3, 35.0, 39.0, 36.5, 39.4, 43.4, 46.4, 41.4, 29.9, 23.3, 19.6, 12.2, 9.9, 9.2, 9.1, 11.8, 10.5, 9.0, 9.4, 10.7, 49.4, 51.7, 57.2, 
<M>8000<M>
//rec.34.:: 
58.8, 
0000h, 40.7, 38.1, 37.7, 32.7, 41.0, 36.1, 28.8, 32.2, 33.6, 38.3, 41.3, 44.2, 42.8, 43.6, 43.2, 45.6, 54.9, 55.7, 49.3, 40.7, 31.9, 29.7, 26.9, 19.7, 20.3, 28.7, 30.0, 23.6, 17.5, 16.1, 21.2, 58.8, 59.7, 61.0, 
//rec.35.:: 
55.9, 
0000h, 40.6, 34.6, 33.3, 29.8, 43.9, 37.9, 40.5, 42.0, 36.1, 39.3, 41.8, 44.2, 42.5, 40.9, 39.0, 42.8, 51.4, 53.0, 44.0, 34.5, 27.5, 23.2, 17.4, 12.8, 11.3, 14.8, 18.3, 13.5, 10.8, 10.1, 12.7, 55.6, 57.3, 61.7, 
//rec.36.:: 
58.4, 
0000h, 43.9, 35.8, 37.6, 33.7, 44.7, 38.9, 35.8, 38.4, 34.0, 35.6, 42.4, 43.3, 42.8, 42.5, 40.2, 43.2, 54.3, 56.1, 46.5, 36.5, 30.0, 22.8, 17.9, 13.0, 11.1, 9.7, 15.2, 12.5, 9.8, 9.6, 11.3, 58.4, 59.5, 64.0, 
//rec.37.:: 
57.6, 
0000h, 41.8, 33.8, 37.1, 31.8, 43.7, 40.1, 29.9, 34.2, 32.0, 36.3, 40.7, 41.7, 42.5, 42.5, 41.1, 43.6, 54.0, 54.9, 46.9, 35.3, 30.3, 26.9, 21.3, 15.9, 13.8, 24.2, 24.3, 14.3, 10.9, 9.8, 12.9, 57.7, 58.8, 61.0, 
//rec.38.:: 
52.4, 
0000h, 43.9, 36.1, 38.2, 30.9, 43.7, 41.6, 32.5, 36.1, 32.7, 30.7, 32.1, 33.4, 37.0, 37.4, 37.1, 39.3, 46.9, 49.8, 44.7, 30.2, 26.8, 23.9, 17.7, 10.5, 12.1, 23.1, 22.2, 13.0, 10.9, 9.9, 12.1, 52.5, 54.2, 60.7, 
FFFFh, 
