Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time
GL 22  007	16/11/2021 9:05:25	0:00:01	0	39,79	36	2000	38	2000	31	(H)	33	(HF) Marginal	3,2	56,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:26	0:00:01	0	39,75	36	2000	38	2000	32	(H)	33	(HF) Marginal	3,29	57,19	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:27	0:00:01	0	39,77	35	1000	37	2000	31	(H)	33	(HF) Marginal	3,31	57,26	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:28	0:00:01	0	40,18	35	1000	37	2000	32	(H)	34	(HF) Marginal	3,49	58,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:29	0:00:01	0	40,01	35	1000	37	2000	32	(H)	34	(HF) Marginal	3,48	57,99	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:30	0:00:01	0	39,29	35	2000	37	2000	31	(H)	33	(HF) Marginal	3,16	56,59	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:31	0:00:01	0	40,35	36	1000	38	2000	32	(H)	34	(HF) Objectionable	3,5	58,07	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:32	0:00:01	0	40,02	36	2000	38	2000	32	(H)	34	(HF) Marginal	3,37	57,53	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:33	0:00:01	0	39,87	35	1000	37	2000	32	(H)	34	(HF) Objectionable	3,44	57,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:34	0:00:01	0	38,83	37	8000	40	8000	29	(H)	31	(HF) Marginal	3,09	56,25	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:35	0:00:01	0	37,06	31	1000	33	1000	28	(H)	30	(HF) Marginal	2,67	54,16	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:36	0:00:01	0	37	31	1000	33	1000	29	(H)	30	(HF) Marginal	2,72	54,44	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:37	0:00:01	0	36,29	31	1000	33	1000	27	(H)	29	(HF) Marginal	2,37	52,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:38	0:00:01	0	35,45	30	1000	32	1000	27	(H)	29	(HF) Marginal	2,17	51,14	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:39	0:00:01	0	36,01	31	1000	33	1000	27	(H)	30	(HF) Marginal	2,2	51,36	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:40	0:00:01	0	36,56	31	1000	33	1000	29	(H)	30	(HF) Objectionable	2,46	53	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:41	0:00:01	0	36,77	31	1000	33	1000	27	(R) (H)	29	(N) Acceptable	2,52	53,33	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:42	0:00:01	0	37,16	32	1000	34	1000	28	(H)	30	(HF) Marginal	2,62	53,9	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:43	0:00:01	0	34,34	28	1000	30	1000	25	(H)	27	(HF) Marginal	1,99	49,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:44	0:00:01	0	34,2	28	1000	31	8000	25	(H)	27	(HF) Marginal	2,05	50,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:45	0:00:01	0	34,61	29	2000	33	8000	26	(H)	27	(HF) Marginal	2,19	51,33	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:46	0:00:01	0	34,39	28	1000	30	1000	26	(H)	27	(HF) Marginal	2,11	50,8	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:47	0:00:01	0	33,15	26	1000	28	1000	24	(H)	25	(N) Acceptable	1,74	48,01	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:48	0:00:01	0	33,49	25	1000	27	1000	23	(R) (H)		(N) Acceptable	1,87	49,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:49	0:00:01	0	34,43	27	4000	30	4000	24	(R) (H)		(N) Acceptable	2,04	50,27	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:50	0:00:01	0	34,15	26	125	27	125	23	(R) (H)		(N) Acceptable	1,88	49,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:51	0:00:01	0	33,08	25	1000	27	1000	23	(R) (H)		(N) Acceptable	1,73	47,88	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:52	0:00:01	0	34,7	28	2000	30	2000	24	(R) (H)	26	(N) Acceptable	2,1	50,71	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:53	0:00:01	0	34,95	29	2000	33	8000	25	(R) (H)	26	(HF) Marginal	2,31	52,05	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:54	0:00:01	0	33,05	28	4000	31	4000	24	(H)		(HF) Marginal	1,91	49,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:55	0:00:01	0	31,3	24	1000	27	8000	21	(R) (H)		(N) Acceptable	1,45	45,4	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:56	0:00:01	0	33,6	29	4000	32	4000	24	(R) (H)		(HF) Marginal	1,98	49,88	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:57	0:00:01	0	33,9	27	4000	30	4000	24	(R) (H)		(HF) Marginal	1,97	49,78	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:58	0:00:01	0	32,89	24	63	27	2000	23	(R) (H)		(N) Acceptable	1,75	48,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:59	0:00:01	0	34,25	34	8000	38	8000	21	(R) (H)		(LF) Marginal	1,92	49,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:00	0:00:01	0	32,96	27	250	29	250	21	(R)		(N) Acceptable	1,6	46,78	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:01	0:00:01	0	35,52	31	250	34	4000	23	(R) (H)		(HF) Marginal	2,23	51,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:02	0:00:01	0	35,55	31	250	32	250	23	(R) (H)		(N) Acceptable	2,19	51,3	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:03	0:00:01	0	35,85	33	250	34	250	22	(R)		(N) Acceptable	2,01	50,05	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:04	0:00:01	0	35,43	29	250	32	4000	25	(R) (H)	25	(HF) Marginal	2,4	52,62	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:05	0:00:01	0	34,47	28	250	30	250	25	(R) (H)	26	(N) Acceptable	2,13	50,87	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:06	0:00:01	0	36,41	30	250	33	4000	27	(R) (H)	27	(HF) Marginal	2,61	53,85	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:06:07	0:00:01	0	36,25	31	4000	35	8000	28	(H)	28	(HF) Marginal	2,69	54,28	0	1	0	0	0	1	L:\M05\GELUID\Projecten\stiltegebied Moervaartvallei\metingen\2021herfst\stilte2021herfst\Users\2250\Top.Job\GL 22  007.LoggingCPB.Project\ProfileAnnotations.PAnnotations\SR1.wav	0		0		0		0	0	0	0	0	0	0
