Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time
GL 22  007	16/11/2021 9:03:05	0:00:01	0	30,47	25	1000	27	1000	23	(H)		(HF) Objectionable	1,24	43,14	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:06	0:00:01	0	30,77	25	1000	27	1000	23	(H)		(HF) Objectionable	1,3	43,79	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:07	0:00:01	0	32,71	31	4000	34	4000	25	(H)		(HF) Objectionable	1,56	46,42	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:08	0:00:01	0	31,15	26	1000	28	1000	23	(H)		(HF) Marginal	1,3	43,76	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:09	0:00:01	0	32,88	27	1000	31	8000	24	(H)	25	(HF) Marginal	1,74	47,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:10	0:00:01	0	35	30	2000	32	2000	27	(H)	28	(HF) Objectionable	2,14	50,98	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:11	0:00:01	0	35,64	30	1000	33	4000	28	(H)	28	(HF) Objectionable	2,27	51,82	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:12	0:00:01	0	33,37	30	8000	34	8000	24	(H)	26	(HF) Marginal	1,82	48,66	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:13	0:00:01	0	34,78	31	4000	35	8000	27	(H)	26	(HF) Objectionable	2,14	50,99	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:14	0:00:01	0	30,87	26	1000	28	1000	23	(H)		(HF) Objectionable	1,22	42,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:15	0:00:01	0	36,36	37	4000	40	4000	27	(H)		(HF) Objectionable	2,21	51,47	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:16	0:00:01	0	32,23	27	1000	29	1000	24	(H)	25	(HF) Marginal	1,57	46,51	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:17	0:00:01	0	33,01	28	8000	32	8000	25	(H)	26	(HF) Objectionable	1,75	48,05	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:18	0:00:01	0	35,09	35	4000	38	4000	26	(H)		(HF) Objectionable	2,02	50,12	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:19	0:00:01	0	32,3	30	4000	33	4000	25	(H)		(HF) Objectionable	1,62	47	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:20	0:00:01	0	31,01	26	4000	30	8000	23	(H)		(HF) Objectionable	1,42	45,03	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:21	0:00:01	0	32,61	30	4000	33	4000	25	(H)		(HF) Objectionable	1,67	47,38	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:22	0:00:01	0	29,89	24	1000	26	1000	22	(H)		(HF) Marginal	1,16	42,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:23	0:00:01	0	32,2	28	4000	32	8000	25	(H)		(HF) Objectionable	1,64	47,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:24	0:00:01	0	38,62	39	4000	42	4000	30	(H)	28	(HF) Objectionable	2,73	54,48	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:25	0:00:01	0	31,43	26	1000	28	1000	24	(H)	25	(HF) Objectionable	1,42	45,05	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:26	0:00:01	0	31,11	29	4000	32	4000	24	(H)		(HF) Objectionable	1,4	44,8	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:27	0:00:01	0	31,34	30	4000	33	4000	23	(H)		(HF) Objectionable	1,39	44,76	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:28	0:00:01	0	27,72	22	1000	24	1000	20	(H)		(HF) Marginal	0,87	38,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:29	0:00:01	0	27,91	23	4000	25	4000	20	(H)		(HF) Marginal	0,89	38,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:30	0:00:01	0	28,09	23	1000	25	1000	20	(H)		(HF) Marginal	0,86	37,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:31	0:00:01	0	28,73	22	1000	26	8000	21	(H)		(HF) Marginal	1	39,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:32	0:00:01	0	30,17	29	4000	32	4000	23	(H)		(HF) Objectionable	1,22	42,82	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:33	0:00:01	0	32,43	31	4000	35	4000	24	(H)		(HF) Objectionable	1,57	46,49	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:34	0:00:01	0	32,05	31	4000	34	4000	24	(H)		(HF) Objectionable	1,52	46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:35	0:00:01	0	28,84	24	4000	27	4000	21	(H)		(HF) Objectionable	1,01	40,17	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:36	0:00:01	0	28,35	23	1000	25	1000	20	(H)		(HF) Marginal	0,89	38,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:37	0:00:01	0	28	22	1000	25	8000	20	(H)		(HF) Marginal	0,91	38,75	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:38	0:00:01	0	29,42	26	4000	29	8000	22	(H)		(HF) Objectionable	1,12	41,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:39	0:00:01	0	31,06	28	8000	32	8000	23	(H)		(HF) Objectionable	1,39	44,71	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:40	0:00:01	0	29,02	24	4000	27	8000	22	(H)		(HF) Objectionable	1,06	40,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:41	0:00:01	0	30,05	27	4000	30	4000	22	(H)		(HF) Objectionable	1,23	43	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:42	0:00:01	0	29,27	24	4000	27	4000	22	(H)		(HF) Objectionable	1,1	41,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:43	0:00:01	0	28,84	24	4000	28	8000	21	(H)		(HF) Objectionable	1,03	40,43	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:44	0:00:01	0	29,13	25	4000	28	8000	21	(H)		(HF) Objectionable	1,07	41,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:45	0:00:01	0	28,6	23	1000	25	1000	21	(H)		(HF) Marginal	0,95	39,32	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:46	0:00:01	0	30,12	28	4000	31	4000	23	(H)		(HF) Objectionable	1,25	43,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:47	0:00:01	0	29,16	25	4000	28	4000	22	(H)		(HF) Objectionable	1,09	41,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:48	0:00:01	0	28,22	23	1000	25	1000	20	(H)		(HF) Marginal	0,89	38,42	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:49	0:00:01	0	29,25	25	8000	29	8000	21	(H)		(HF) Objectionable	1,07	40,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:50	0:00:01	0	29,66	25	2000	27	2000	21	(H)		(HF) Objectionable	1,09	41,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:51	0:00:01	0	28,3	23	1000	25	1000	21	(H)		(HF) Objectionable	0,92	38,84	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:52	0:00:01	0	28,38	23	1000	25	1000	20	(H)		(HF) Marginal	0,88	38,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:53	0:00:01	0	30,93	28	8000	32	8000	23	(H)		(HF) Objectionable	1,36	44,39	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:54	0:00:01	0	30,83	25	1000	27	1000	23	(H)		(HF) Objectionable	1,3	43,82	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:55	0:00:01	0	30,9	27	4000	29	4000	23	(H)		(HF) Objectionable	1,33	44,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:56	0:00:01	0	32,61	30	4000	33	4000	25	(H)	25	(HF) Objectionable	1,65	47,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:57	0:00:01	0	34,09	29	2000	32	4000	27	(H)	27	(HF) Objectionable	1,95	49,6	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:58	0:00:01	0	32,01	26	1000	28	1000	25	(H)	25	(HF) Marginal	1,56	46,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:03:59	0:00:01	0	33,13	29	4000	32	4000	26	(H)	25	(HF) Objectionable	1,82	48,66	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:00	0:00:01	0	33,81	28	1000	32	8000	26	(H)	27	(HF) Marginal	1,94	49,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:01	0:00:01	0	33,36	28	1000	30	1000	26	(H)	27	(HF) Marginal	1,79	48,4	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:02	0:00:01	0	33,31	29	4000	33	8000	26	(H)	25	(HF) Objectionable	1,82	48,6	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:03	0:00:01	0	33,67	28	1000	30	1000	26	(H)	27	(HF) Objectionable	1,87	49,03	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:04	0:00:01	0	31,92	26	1000	28	1000	25	(H)	26	(HF) Objectionable	1,52	46,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:05	0:00:01	0	33,52	28	2000	32	8000	26	(H)	27	(HF) Objectionable	1,82	48,67	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:06	0:00:01	0	31,23	26	2000	28	2000	24	(H)	25	(HF) Objectionable	1,35	44,3	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:07	0:00:01	0	33,07	28	2000	30	2000	25	(H)	27	(HF) Marginal	1,62	46,94	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:08	0:00:01	0	33,29	28	1000	30	1000	25	(H)	27	(HF) Marginal	1,65	47,25	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:09	0:00:01	0	34,46	30	8000	34	8000	26	(H)	27	(HF) Objectionable	1,99	49,94	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:10	0:00:01	0	34,6	29	1000	32	4000	27	(H)	27	(HF) Objectionable	2,04	50,31	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:11	0:00:01	0	36,7	32	1000	33	1000	28	(H)	30	(HF) Marginal	2,48	53,09	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:12	0:00:01	0	37,49	33	1000	34	1000	30	(H)	31	(HF) Marginal	2,64	53,99	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:13	0:00:01	0	37,09	32	1000	34	1000	29	(H)	30	(HF) Marginal	2,54	53,45	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:14	0:00:01	0	36,47	31	1000	33	1000	28	(H)	30	(HF) Marginal	2,34	52,27	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:15	0:00:01	0	36,95	33	1000	35	1000	28	(H)	31	(HF) Marginal	2,31	52,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:16	0:00:01	0	35,41	30	1000	32	1000	28	(H)	29	(HF) Objectionable	2,09	50,61	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:17	0:00:01	0	35,77	31	1000	33	1000	28	(H)	29	(HF) Marginal	2,32	52,11	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:18	0:00:01	0	35,34	31	1000	33	1000	27	(H)	30	(HF) Marginal	2,04	50,29	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:19	0:00:01	0	33,95	29	1000	31	1000	27	(H)	28	(HF) Objectionable	1,8	48,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:20	0:00:01	0	33,14	28	4000	31	8000	26	(H)	26	(HF) Objectionable	1,8	48,48	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:21	0:00:01	0	31,7	26	1000	28	1000	24	(H)	25	(HF) Objectionable	1,4	44,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:22	0:00:01	0	32,62	27	1000	30	4000	25	(H)	26	(HF) Objectionable	1,63	47,01	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:23	0:00:01	0	32,64	27	1000	29	1000	25	(H)	26	(HF) Objectionable	1,61	46,89	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:24	0:00:01	0	33,19	29	4000	32	4000	26	(H)	26	(HF) Objectionable	1,73	47,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:25	0:00:01	0	31,94	26	1000	29	4000	25	(H)	25	(HF) Objectionable	1,52	46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:26	0:00:01	0	33,68	30	4000	33	4000	27	(H)	26	(HF) Objectionable	1,83	48,69	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:27	0:00:01	0	32,96	29	4000	32	4000	26	(H)	26	(HF) Objectionable	1,69	47,6	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:28	0:00:01	0	30	24	1000	26	1000	23	(H)		(HF) Marginal	1,19	42,46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:29	0:00:01	0	30,83	28	4000	31	4000	24	(H)		(HF) Objectionable	1,35	44,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:30	0:00:01	0	31,3	27	4000	31	8000	24	(H)		(HF) Objectionable	1,43	45,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:31	0:00:01	0	29,52	24	1000	26	1000	22	(H)		(HF) Marginal	1,05	40,73	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:32	0:00:01	0	30,09	25	4000	28	4000	23	(H)		(HF) Objectionable	1,21	42,74	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:33	0:00:01	0	30,7	28	8000	32	8000	22	(H)		(HF) Objectionable	1,32	43,99	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:34	0:00:01	0	32,87	31	8000	35	8000	25	(H)		(HF) Objectionable	1,76	48,13	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:35	0:00:01	0	32,51	33	8000	37	8000	23	(H)		(HF) Objectionable	1,54	46,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:36	0:00:01	0	31,95	29	4000	32	4000	24	(H)		(HF) Objectionable	1,52	46,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:37	0:00:01	0	31,6	30	8000	34	8000	23	(H)		(HF) Objectionable	1,47	45,52	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:38	0:00:01	0	30,45	27	8000	31	8000	22	(H)		(HF) Marginal	1,26	43,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:39	0:00:01	0	31,37	28	4000	32	8000	23	(H)		(HF) Objectionable	1,45	45,37	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:40	0:00:01	0	31,25	28	8000	32	8000	23	(H)		(HF) Objectionable	1,45	45,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:41	0:00:01	0	30,02	25	1000	27	1000	22	(H)		(HF) Marginal	1,16	42,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:42	0:00:01	0	31,53	27	4000	31	8000	24	(H)		(HF) Objectionable	1,47	45,52	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:43	0:00:01	0	31,03	28	4000	31	4000	24	(H)		(HF) Objectionable	1,35	44,3	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:44	0:00:01	0	31,92	27	1000	29	1000	25	(H)	25	(HF) Objectionable	1,45	45,39	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:45	0:00:01	0	31,82	27	1000	29	1000	24	(H)	25	(HF) Objectionable	1,41	44,98	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:46	0:00:01	0	32,37	27	1000	29	1000	24	(H)	26	(HF) Objectionable	1,56	46,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:47	0:00:01	0	32,22	26	1000	29	2000	25	(H)	26	(HF) Marginal	1,58	46,62	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:48	0:00:01	0	31,66	26	1000	28	1000	24	(H)	25	(HF) Objectionable	1,4	44,8	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:49	0:00:01	0	31,68	27	2000	29	2000	24	(H)	26	(HF) Marginal	1,35	44,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:50	0:00:01	0	42,37	44	8000	48	8000	29	(H)	27	(HF) Objectionable	3,29	57,17	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:51	0:00:01	0	41,1	43	8000	46	8000	29	(H)	27	(HF) Objectionable	2,93	55,52	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:52	0:00:01	0	47,79	50	8000	54	8000	31	(H)	28	(HF) Objectionable	4,09	60,31	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:53	0:00:01	0	47,79	50	8000	54	8000	31	(H)	28	(HF) Objectionable	4,18	60,62	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:54	0:00:01	0	34,38	32	8000	36	8000	26	(H)	26	(HF) Objectionable	1,98	49,85	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:55	0:00:01	0	45,71	48	8000	51	8000	29	(H)	26	(HF) Objectionable	3,54	58,22	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:56	0:00:01	0	31,41	26	2000	28	2000	23	(H)	25	(HF) Marginal	1,41	44,96	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:57	0:00:01	0	31,27	27	8000	31	8000	23	(H)		(HF) Marginal	1,44	45,22	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:58	0:00:01	0	31,07	27	4000	30	4000	24	(H)		(HF) Objectionable	1,4	44,87	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:04:59	0:00:01	0	47,83	51	8000	54	8000	28	(H)		(HF) Objectionable	3,59	58,44	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:00	0:00:01	0	30,99	25	1000	27	1000	23	(H)		(HF) Marginal	1,38	44,67	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:01	0:00:01	0	32,77	27	1000	29	1000	25	(H)	26	(HF) Marginal	1,69	47,59	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:02	0:00:01	0	33,25	28	2000	31	4000	26	(H)	26	(HF) Objectionable	1,76	48,19	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:03	0:00:01	0	32,33	27	2000	29	2000	25	(H)	26	(HF) Objectionable	1,59	46,68	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:04	0:00:01	0	31,1	26	2000	28	2000	23	(H)		(HF) Marginal	1,26	43,3	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:05	0:00:01	0	45	48	8000	52	8000	28	(H)	25	(HF) Objectionable	3,37	57,54	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:06	0:00:01	0	32,74	27	1000	29	1000	25	(H)	26	(HF) Marginal	1,7	47,69	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:07	0:00:01	0	33,22	28	8000	32	8000	24	(H)	25	(HF) Marginal	1,86	48,98	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:08	0:00:01	0	33,79	29	8000	33	8000	26	(H)	26	(HF) Marginal	2,05	50,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:09	0:00:01	0	33,68	28	2000	30	2000	26	(H)	26	(HF) Marginal	1,94	49,55	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:10	0:00:01	0	34,27	28	1000	30	1000	26	(H)	27	(HF) Marginal	2,08	50,55	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:11	0:00:01	0	33,91	28	1000	30	1000	25	(R) (H)	27	(LF) Marginal	1,91	49,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:12	0:00:01	0	33,67	27	1000	29	1000	25	(H)	27	(HF) Marginal	1,94	49,58	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:13	0:00:01	0	35,12	29	1000	32	2000	28	(H)	28	(HF) Objectionable	2,28	51,9	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:14	0:00:01	0	34,88	30	2000	32	2000	27	(H)	28	(HF) Objectionable	2,22	51,53	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:15	0:00:01	0	33,38	29	2000	31	2000	25	(H)	27	(HF) Marginal	1,78	48,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:16	0:00:01	0	33,63	28	2000	30	2000	27	(H)	27	(HF) Objectionable	1,87	49,01	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:17	0:00:01	0	34,59	31	4000	34	4000	27	(H)	27	(HF) Objectionable	2,14	50,95	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:18	0:00:01	0	33,8	28	1000	30	1000	25	(H)	27	(HF) Marginal	1,86	48,98	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:19	0:00:01	0	34,37	29	1000	31	1000	26	(H)	28	(LF) Marginal	1,94	49,56	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:20	0:00:01	0	35,26	29	1000	31	1000	27	(R) (H)	28	(LF) Marginal	2,2	51,4	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:21	0:00:01	0	35,02	30	2000	32	2000	27	(H)	29	(HF) Objectionable	2,05	50,38	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:22	0:00:01	0	36,54	31	1000	33	1000	29	(H)	30	(HF) Objectionable	2,58	53,67	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:23	0:00:01	0	37,96	33	2000	35	2000	29	(H)	31	(HF) Marginal	2,8	54,87	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 9:05:24	0:00:01	0	39,38	35	2000	37	2000	31	(H)	33	(HF) Marginal	3,21	56,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
